name,code,semester,department,division,credit,time,capacity,grade
졸업및경력개발1,IMA635,2학기,산업경영학부,1,1,월10A~10B,50,3
졸업및경력개발2,IMA636,2학기,산업경영학부,1,1,화10A~10B,50,4
졸업및경력개발3,IMA637,2학기,산업경영학부,1,1,수10A~10B,50,4
기업가정신(캡스톤디자인),IMB390,2학기,산업경영학부,1,3,"화05A~06A,목06B~07B",50,0
인력경영론(캡스톤디자인),IMB601,2학기,산업경영학부,1,3,월01A~03B,50,3
노동시장론,IMB612,2학기,산업경영학부,1,3,"화02A~02B,수01A~02B",50,3
기술경영론,IMC602,2학기,산업경영학부,1,3,"화06B~07B,목05A~06A",50,2
기술경영론,IMC602,2학기,산업경영학부,2,3,"화08A~09A,목03A~04A",50,2
품질관리론(캡스톤디자인),IMC612,2학기,산업경영학부,1,3,월05A~07B,50,3
e-Biz개론(캡스톤디자인),IMD900,2학기,산업경영학부,1,3,"월05A~06A,목06B~07B",50,3
세무회계,IMA382,2학기,산업경영학부,1,4,"월03A~04B,수03A~04B",50,0
노동관계법,IMB300,2학기,산업경영학부,1,3,"월05A~06A,화05A~06A",50,3
협상론,IMB340,2학기,산업경영학부,1,3,"화05A~06A,목06B~07B",50,3
최신실험계획법,IMB490,2학기,산업경영학부,1,4,"월08A~09B,목08A~09B",50,0
핀테크경영,IMC420,2학기,산업경영학부,1,3,"화03A~04A,수03A~04A",50,3
빅데이터와소셜네트워크 분석(PBL),IMC531,2학기,산업경영학부,1,4,"월08A~09B,목03A~04B",50,3
블록체인과가상화폐,IMC560,2학기,산업경영학부,1,3,"월01B~02B,수01B~02B",50,3
글로벌환경과기술관리,IMD950,2학기,산업경영학부,1,1,화06A~07B,50,3
문제해결과프로그래밍,BSM631,2학기,산업경영학부,26,3,"화08A~09B,목08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,산업경영학부,27,3,"화06A~07B,목06A~07B",50,1
문제해결과프로그래밍,BSM631,2학기,산업경영학부,34,3,"수06A~07B,목01A~02B",50,1
문제해결과프로그래밍,BSM631,2학기,산업경영학부,35,3,"수06A~07B,목03A~04B",50,1
경영수학,BSM981,2학기,산업경영학부,1,3,"화06B~07B,목06B~07B",50,1
경영수학,BSM981,2학기,산업경영학부,2,3,"화06B~07B,목06B~07B",50,1
경영수학,BSM981,2학기,산업경영학부,3,3,"수03A~04A,목03A~04A",50,1
경영데이터베이스및실습,BSM992,2학기,산업경영학부,1,3,"화03A~04B,목01A~02B",50,0
공학설계(캡스톤디자인),MSA805,2학기,에너지신소재화학공학부,1,1,금08A~08B,50,3
졸업설계Ⅱ(캡스톤디자인),MSA817,2학기,에너지신소재화학공학부,1,2,금09A~10B,50,4
스마트소재,CHA243,2학기,에너지신소재화학공학부,1,3,"화05A~05B,07A~08B",50,4
전기화학,CHA630,2학기,에너지신소재화학공학부,1,3,"월09A~09B,목06A~07B",50,3
재료화학,CHA950,2학기,에너지신소재화학공학부,1,3,화06A~08B,50,2
화학분석설계,CHA161,2학기,에너지신소재화학공학부,1,3,"수06A~07B,금02A~04B",50,2
창의적공학설계(AD),CHA294,2학기,에너지신소재화학공학부,1,2,"목03A~03B,금06A~07B",50,1
창의적공학설계(AD),CHA294,2학기,에너지신소재화학공학부,2,2,"목03A~03B,금08A~09B",50,1
화학공정설계및실습,CHA411,2학기,에너지신소재화학공학부,1,3,"화05A~07B,목01A~02B",50,3
화학공정설계및실습,CHA411,2학기,에너지신소재화학공학부,2,3,"목01A~01B,03A~03B,금05A~07B",50,3
유체공학및실습,CHA421,2학기,에너지신소재화학공학부,1,3,"월08A~09B,목07A~08B",50,2
무기화학1,CHA691,2학기,에너지신소재화학공학부,1,3,"월03A~04B,목03A~03B",50,2
공학설계Ⅰ(캡스톤디자인) ,CHA803,2학기,에너지신소재화학공학부,1,1,화10A~10B,50,3
공학설계Ⅱ(캡스톤디자인),CHA813,2학기,에너지신소재화학공학부,1,1,수10A~10B,50,3
졸업설계Ⅰ(캡스톤디자인) ,CHA831,2학기,에너지신소재화학공학부,1,2,금10A~11B,50,4
졸업설계Ⅱ(캡스톤디자인) ,CHA832,2학기,에너지신소재화학공학부,1,2,수11A~12B,50,4
창의적공학설계(AD),MSA211,2학기,에너지신소재화학공학부,1,2,"월08A~09B,화02A~02B",50,1
창의적공학설계(AD),MSA211,2학기,에너지신소재화학공학부,2,2,"월08A~09B,화02A~02B",50,1
재료공학실습2,MSA305,2학기,에너지신소재화학공학부,1,3,"월01A~02B,화03A~04B",50,2
재료공학실습2,MSA305,2학기,에너지신소재화학공학부,2,3,"월01A~02B,화03A~04B",50,2
재료물리학,MSA980,2학기,에너지신소재화학공학부,1,3,"수03A~04B,목03A~03B",50,2
산업안전,CCT600,2학기,에너지신소재화학공학부,1,1,월01A~01B,50,1
산업안전,CCT600,2학기,에너지신소재화학공학부,2,1,화08A~08B,50,1
유기화학및실습Ⅱ,CHA151,2학기,에너지신소재화학공학부,1,3,"수01A~02B,목05A~06B",50,2
유기화학및실습Ⅱ,CHA151,2학기,에너지신소재화학공학부,2,3,"목01A~02B,05A~06B",50,2
물리화학및실습Ⅱ,CHA461,2학기,에너지신소재화학공학부,1,3,"월01A~02B,화03A~04B",50,2
분리·공정제어,CHA476,2학기,에너지신소재화학공학부,1,3,"화08A~09B,목05A~05B",50,3
에너지소재분석및실습,CHA601,2학기,에너지신소재화학공학부,1,3,"월06A~07B,화06A~07B",50,3
에너지소재분석및실습,CHA601,2학기,에너지신소재화학공학부,2,3,"월06A~07B,금06A~07B",50,3
고분자공학및실습Ⅱ,CHA611,2학기,에너지신소재화학공학부,1,3,"화01A~02B,수03A~04B",50,3
고분자공학및실습Ⅱ,CHA611,2학기,에너지신소재화학공학부,2,3,"화03A~04B,수03A~04B",50,3
콜로이드화학,CHA641,2학기,에너지신소재화학공학부,1,3,"월03A~04B,수02A~02B",50,4
에너지열역학,CHA702,2학기,에너지신소재화학공학부,1,3,"월08A~08B,수06A~07B",50,3
에너지공학,ENE211,2학기,에너지신소재화학공학부,1,3,"수06A~07B,목07A~07B",50,2
결정구조학,ENE310,2학기,에너지신소재화학공학부,1,3,"화08A~09B,수03A~03B",50,3
에너지소자기초및실습,ENE331,2학기,에너지신소재화학공학부,1,3,"화01A~02B,목03A~04B",50,3
재료열역학,MSA240,2학기,에너지신소재화학공학부,1,3,"화08A~08B,목05A~06B",50,2
재료강도학,MSA281,2학기,에너지신소재화학공학부,1,3,월01A~03B,50,3
열물질이동,MSA291,2학기,에너지신소재화학공학부,1,3,금02A~04B,50,2
재료과학Ⅱ,MSA311,2학기,에너지신소재화학공학부,1,3,"월08A~09B,화09A~09B",50,2
전자기재료학1,MSA382,2학기,에너지신소재화학공학부,1,3,"수06A~07B,금05A~05B",50,3
소재계측시험및실습,MSA540,2학기,에너지신소재화학공학부,1,3,"월06A~07B,수01A~02B",50,2
용접접합공학,MSA605,2학기,에너지신소재화학공학부,1,3,금01A~03B,50,3
분체가공및실습,MSA622,2학기,에너지신소재화학공학부,1,3,"수01A~02B,목01A~02B",50,3
표면공학및실습,MSA631,2학기,에너지신소재화학공학부,1,3,"월06A~07B,화06A~07B",50,3
상변태학,MSA683,2학기,에너지신소재화학공학부,1,3,화01A~03B,50,4
공학설계와특허,MSA815,2학기,에너지신소재화학공학부,1,2,금01A~02B,50,4
재료전산모사및실습,MSA920,2학기,에너지신소재화학공학부,1,3,"화08A~09B,목08A~09B",50,4
문제해결과프로그래밍,BSM631,2학기,에너지신소재화학공학부,18,3,"수01A~02B,목05A~06B",50,1
문제해결과프로그래밍,BSM631,2학기,에너지신소재화학공학부,19,3,"수01A~02B,목05A~06B",50,1
문제해결과프로그래밍,BSM631,2학기,에너지신소재화학공학부,20,3,"수01A~02B,목07A~08B",50,1
문제해결과프로그래밍,BSM631,2학기,에너지신소재화학공학부,21,3,"수01A~02B,목07A~08B",50,1
화학적사고1,BSM714,2학기,에너지신소재화학공학부,1,3,금01A~03B,50,0
화학적사고2,BSM727,2학기,에너지신소재화학공학부,1,3,"월02A~02B,수06A~07B",50,1
화학적사고2,BSM727,2학기,에너지신소재화학공학부,2,3,"목02A~02B,금03A~04B",50,1
화학실험2,BSM728,2학기,에너지신소재화학공학부,1,1,금05A~06B,50,1
화학실험2,BSM728,2학기,에너지신소재화학공학부,2,1,월06A~07B,50,1
일반생물학,BSM781,2학기,에너지신소재화학공학부,3,3,"화09A~09B,수06A~07B",50,1
기계학습활용,CVG110,2학기,융합학과,1,2,금01A~02B,50,0
스마트팩토리개론(AD),CVG121,2학기,융합학과,1,2,금03A~04B,50,0
컴퓨터비젼활용(PBL),CVG131,2학기,융합학과,1,2,금03A~04B,50,0
CPS개론(PBL),CVG151,2학기,융합학과,1,2,금06A~07B,50,0
AR/VR프로그래밍,CVG300,2학기,융합학과,1,2,금06A~07B,50,0
가상현실콘트롤러프로그래밍,CVG360,2학기,융합학과,1,2,금08A~09B,50,0
클라우드컴퓨팅과AI서비스,CVG420,2학기,융합학과,1,2,금06A~07B,50,0
데이터시각화응용,CVG440,2학기,융합학과,1,2,금08A~09B,50,0
XR응용시스템,CVG450,2학기,융합학과,1,2,금01A~02B,50,0
공학설계Ⅱ(캡스톤디자인),IFC443,2학기,전기ㆍ전자ㆍ통신공학부,1,1,화11A~11B,50,3
공학설계(캡스톤디자인),IFC444,2학기,전기ㆍ전자ㆍ통신공학부,1,1,금11A~11B,50,3
창의적공학설계(AD),IFE157,2학기,전기ㆍ전자ㆍ통신공학부,1,2,"화08A~08B,수06A~07B",50,1
창의적공학설계(AD),IFE157,2학기,전기ㆍ전자ㆍ통신공학부,2,2,"월03A~03B,화01A~02B",50,1
창의적공학설계(AD),IFE157,2학기,전기ㆍ전자ㆍ통신공학부,3,2,"월04A~04B,금03A~04B",50,1
창의적공학설계(AD),IFE157,2학기,전기ㆍ전자ㆍ통신공학부,4,2,"월04A~04B,수06A~07B",50,1
안테나이론,IFE520,2학기,전기ㆍ전자ㆍ통신공학부,1,3,월07A~09B,50,4
반도체공학및실습,IFE550,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화02A~03B,목08A~09B",50,3
반도체공학및실습,IFE550,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"화08A~09B,목02A~03B",50,3
기초전기전자실습,IFA100,2학기,전기ㆍ전자ㆍ통신공학부,1,4,"금03A~04B,06A~09B",50,1
기초전기전자실습,IFA100,2학기,전기ㆍ전자ㆍ통신공학부,2,4,"월01A~02B,04A~07B",50,1
전자회로,IFA151,2학기,전기ㆍ전자ㆍ통신공학부,1,3,화06A~08B,50,2
전기공학실습Ⅱ,IFA253,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목06A~09B,50,2
전기공학실습Ⅱ,IFA253,2학기,전기ㆍ전자ㆍ통신공학부,2,3,목06A~09B,50,2
교류회로이론,IFA260,2학기,전기ㆍ전자ㆍ통신공학부,1,3,수05A~07B,50,2
전력공학,IFA320,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월01A~02B,06A~06B",50,3
공학설계Ⅰ(캡스톤디자인),IFA462,2학기,전기ㆍ전자ㆍ통신공학부,1,1,월11A~11B,50,3
공학설계Ⅱ(캡스톤디자인),IFA472,2학기,전기ㆍ전자ㆍ통신공학부,1,1,월12A~12B,50,3
공학설계(캡스톤디자인),IFA475,2학기,전기ㆍ전자ㆍ통신공학부,1,1,월10A~10B,50,3
졸업설계Ⅰ(캡스톤디자인),IFA482,2학기,전기ㆍ전자ㆍ통신공학부,1,2,목10A~11B,50,4
졸업설계Ⅱ(캡스톤디자인),IFA492,2학기,전기ㆍ전자ㆍ통신공학부,1,2,금10A~11B,50,4
전기회로실습,IFB110,2학기,전기ㆍ전자ㆍ통신공학부,1,2,금06A~09B,50,1
전기회로실습,IFB110,2학기,전기ㆍ전자ㆍ통신공학부,2,2,금06A~09B,50,1
전자회로,IFB150,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월03A~03B,화08A~09B",50,2
전자회로,IFB150,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"월06A~06B,화03A~04B",50,2
디지털시스템설계및실습,IFB172,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화03A~04B,목06A~07B",50,2
디지털시스템설계및실습,IFB172,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"화08A~09B,목03A~04B",50,2
전자CAD실습,IFB233,2학기,전기ㆍ전자ㆍ통신공학부,1,2,월06A~09B,50,2
전자CAD실습,IFB233,2학기,전기ㆍ전자ㆍ통신공학부,2,2,수01A~04B,50,2
공학설계Ⅰ(캡스톤디자인),IFB372,2학기,전기ㆍ전자ㆍ통신공학부,1,1,월10A~10B,50,3
공학설계Ⅱ(캡스톤디자인),IFB382,2학기,전기ㆍ전자ㆍ통신공학부,1,1,화10A~10B,50,3
공학설계(캡스톤디자인),IFB385,2학기,전기ㆍ전자ㆍ통신공학부,1,1,수10A~10B,50,3
졸업설계Ⅰ(캡스톤디자인),IFB392,2학기,전기ㆍ전자ㆍ통신공학부,1,2,금10A~11B,50,4
졸업설계Ⅱ(캡스톤디자인),IFB402,2학기,전기ㆍ전자ㆍ통신공학부,1,2,목10A~11B,50,4
마이크로프로세서및실습Ⅰ,IFB411,2학기,전기ㆍ전자ㆍ통신공학부,1,3,수01A~04B,50,2
마이크로프로세서및실습Ⅰ,IFB411,2학기,전기ㆍ전자ㆍ통신공학부,2,3,목06A~09B,50,2
마이크로프로세서및실습Ⅰ,IFB411,2학기,전기ㆍ전자ㆍ통신공학부,3,3,금01A~04B,50,2
자료구조및알고리즘,IFC152,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"수06A~07B,목03A~04B",50,2
전자회로및실습,IFC163,2학기,전기ㆍ전자ㆍ통신공학부,1,4,"목06A~08B,금05A~07B",50,2
전자회로및실습,IFC163,2학기,전기ㆍ전자ㆍ통신공학부,2,4,"목06A~08B,금01A~03B",50,2
마이크로프로세서및실습,IFC181,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"목01A~02B,금02A~03B",50,2
마이크로프로세서및실습,IFC181,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"목01A~02B,금05A~06B",50,2
통신공학,IFC200,2학기,전기ㆍ전자ㆍ통신공학부,1,3,월06A~08B,50,2
운영체제,IFC212,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화01A~02B,06A~07B",50,2
데이터통신및실습,IFC241,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월06A~07B,목08A~09B",50,1
공학설계Ⅰ(캡스톤디자인),IFC432,2학기,전기ㆍ전자ㆍ통신공학부,1,1,월11A~11B,50,3
졸업설계Ⅰ(캡스톤디자인),IFC452,2학기,전기ㆍ전자ㆍ통신공학부,1,2,수11A~12B,50,4
졸업설계Ⅱ(캡스톤디자인),IFC462,2학기,전기ㆍ전자ㆍ통신공학부,1,2,목11A~12B,50,4
전기자기학II,IFA155,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목01A~03B,50,2
임베디드 응용 및 실습,IFA193,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목01A~04B,50,3
전기회로시뮬레이션,IFA272,2학기,전기ㆍ전자ㆍ통신공학부,1,2,월01A~03B,50,2
전기전자재료,IFA280,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목06A~08B,50,3
제어시스템설계,IFA291,2학기,전기ㆍ전자ㆍ통신공학부,1,3,화01A~03B,50,3
자동화공학및실습,IFA353,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월02A~03B,05A~06B",50,4
전동기구동및실습,IFA361,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"수03A~04B,06A~07B",50,3
전기기기2및실습,IFA452,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월08A~09B,화06A~07B",50,3
전기기기2및실습,IFA452,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"월08A~09B,화08A~09B",50,3
전기신호처리,IFA620,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"수03A~04B,06A~07B",50,4
전기설비설계전용프로그램실습,IFA730,2학기,전기ㆍ전자ㆍ통신공학부,1,2,화01A~03B,50,4
Research Experience ,IFA740,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목01A~03B,50,4
제어공학,IFB190,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화05A~05B,수06A~07B",50,3
디지털통신및IoT,IFB251,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화03A~04B,목02A~02B",50,4
전자회로실습,IFB282,2학기,전기ㆍ전자ㆍ통신공학부,1,2,수01A~03B,50,3
디지털신호처리및실습(PBL),IFB294,2학기,전기ㆍ전자ㆍ통신공학부,1,4,"월01A~02B,목01A~02B",50,3
디지털신호처리및실습(PBL),IFB294,2학기,전기ㆍ전자ㆍ통신공학부,2,4,"월03A~04B,목08A~09B",50,3
광전자공학,IFB440,2학기,전기ㆍ전자ㆍ통신공학부,1,3,금01A~03B,50,3
데이터구조및알고리즘,IFB470,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월08A~09B,목06A~07B",50,3
머신러닝,IFB480,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"화06A~07B,목03A~03B",50,4
네트워크보안및실습,IFC282,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"목03A~04B,06A~07B",50,4
네트워크프로그래밍및실습,IFC312,2학기,전기ㆍ전자ㆍ통신공학부,1,3,목01A~04B,50,3
네트워크프로그래밍및실습,IFC312,2학기,전기ㆍ전자ㆍ통신공학부,2,3,"목01A~02B,06A~07B",50,3
임베디드응용및실습(PBL),IFC414,2학기,전기ㆍ전자ㆍ통신공학부,1,4,"수03A~04B,06A~07B",50,3
모바일프로그래밍,IFC500,2학기,전기ㆍ전자ㆍ통신공학부,1,3,화06A~09B,50,3
머신러닝,IFC550,2학기,전기ㆍ전자ㆍ통신공학부,1,3,화01A~04B,50,4
공업확률통계및실습,BSM462,2학기,전기ㆍ전자ㆍ통신공학부,1,3,"월03A~04B,수03A~04B",50,2
수치해석및실습,BSM510,2학기,전기ㆍ전자ㆍ통신공학부,1,3,금01A~04B,50,2
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,3,3,"수03A~04B,목01A~02B",50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,4,3,"수03A~04B,목01A~02B",50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,5,3,"월06A~07B,수06A~07B",50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,6,3,"월06A~07B,수06A~07B",50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,7,3,"화01A~02B,08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,8,3,수01A~04B,50,1
문제해결과프로그래밍,BSM631,2학기,전기ㆍ전자ㆍ통신공학부,9,3,수01A~04B,50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,1,3,"화08A~09B,수01A~02B",50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,2,3,"화01A~02B,수03A~04B",50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,3,3,"화08A~09B,수01A~02B",50,1
창의적공학설계(AD),CSE110,2학기,컴퓨터공학부,4,3,"화01A~02B,금01A~02B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,1,3,"화01A~02B,목06A~07B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,2,3,"화08A~09B,목08A~09B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,3,3,"화01A~02B,목08A~09B",50,1
기초전기전자및실습,CSE111,2학기,컴퓨터공학부,4,3,"화08A~09B,목06A~07B",50,1
C프로그래밍Ⅱ,CSE113,2학기,컴퓨터공학부,1,3,"화01A~02B,금03A~04B",50,0
자료구조및실습,CSE123,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,2,3,"월06A~07B,목08A~09B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,3,3,"월06A~07B,목08A~09B",50,2
자료구조및실습,CSE123,2학기,컴퓨터공학부,4,3,"월01A~02B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,1,3,"월06A~07B,목08A~09B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,2,3,"화06A~07B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,3,3,"화06A~07B,수06A~07B",50,2
마이크로프로세서및실습,CSE124,2학기,컴퓨터공학부,4,3,"화08A~09B,목03A~04B",50,2
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,1,3,"월06A~07B,수01A~01B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,2,3,"월08A~09B,수02A~02B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,3,3,"월06A~07B,수01A~01B",50,3
컴퓨터네트워크,CSE133,2학기,컴퓨터공학부,4,3,"월08A~09B,수02A~02B",50,3
졸업설계Ⅰ(캡스톤디자인) ,CSE140,2학기,컴퓨터공학부,1,2,수08A~09B,50,4
졸업설계Ⅱ(캡스톤디자인) ,CSE141,2학기,컴퓨터공학부,1,2,수10A~11B,50,4
자바프로그래밍,CSE220,2학기,컴퓨터공학부,1,3,"화08A~09B,목03A~04B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,2,3,"월06A~07B,목08A~09B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,3,3,"화08A~09B,목03A~04B",50,2
자바프로그래밍,CSE220,2학기,컴퓨터공학부,4,3,"화08A~09B,목03A~04B",50,2
스크립트프로그래밍,CSE221,2학기,컴퓨터공학부,1,3,"화03A~04B,금01A~02B",50,2
스크립트프로그래밍,CSE221,2학기,컴퓨터공학부,2,3,"화01A~02B,금03A~04B",50,2
시스템프로그래밍(캡스톤디자인),CSE232,2학기,컴퓨터공학부,1,3,"화01A~02B,금03A~04B",50,3
컴파일러및실습,CSE233,2학기,컴퓨터공학부,1,3,"월01A~02B,목08A~09B",50,3
디지털신호처리및실습,CSE234,2학기,컴퓨터공학부,1,3,"화08A~09B,금01A~02B",50,3
데이터베이스시스템,CSE235,2학기,컴퓨터공학부,1,3,"화03A~04B,목06A~07B",50,3
데이터베이스시스템,CSE235,2학기,컴퓨터공학부,2,3,"화01A~02B,금03A~04B",50,3
공학설계와특허,CSE243,2학기,컴퓨터공학부,1,2,목10A~11B,50,4
IoT기초설계및실습,CSE320,2학기,컴퓨터공학부,1,3,"수01A~02B,목01A~02B",50,2
IoT플랫폼및실습,CSE332,2학기,컴퓨터공학부,1,3,"월03A~04B,목03A~04B",50,3
실시간시스템및실습,CSE342,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,4
소프트웨어공학,CSE420,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~06B",50,2
소프트웨어공학,CSE420,2학기,컴퓨터공학부,2,3,"월02A~02B,목01A~02B",50,2
컴퓨터그래픽스및실습,CSE432,2학기,컴퓨터공학부,1,3,"수03A~04B,목01A~02B",50,3
모바일프로그래밍(캡스톤디자인),CSE433,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,3
모바일프로그래밍(캡스톤디자인),CSE433,2학기,컴퓨터공학부,2,3,"월03A~04B,목03A~04B",50,3
객체지향개발론및실습,CSE434,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,3
컴퓨터보안,CSE443,2학기,컴퓨터공학부,1,3,목01A~03B,50,4
증강현실및실습,CSE444,2학기,컴퓨터공학부,1,3,"월03A~04B,화08A~09B",50,4
고급웹프로그래밍(창업),CSE445,2학기,컴퓨터공학부,1,3,"월01A~02B,화01A~02B",50,4
윈도우즈프로그래밍,CSE520,2학기,컴퓨터공학부,1,3,"수01A~02B,목01A~02B",50,2
윈도우즈프로그래밍,CSE520,2학기,컴퓨터공학부,2,3,"월08A~09B,목06A~07B",50,2
인공지능응용및실습,CSE544,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,4
공학설계(캡스톤디자인),CSE136,2학기,컴퓨터공학부,1,1,수12A~12B,50,3
IoT개론및실습,CSE321,2학기,컴퓨터공학부,1,3,"월08A~09B,목06A~07B",50,2
지능형인터페이스및실습,CSE330,2학기,컴퓨터공학부,1,3,"수03A~04B,목01A~02B",50,3
디지털시스템설계및실습,CSE331,2학기,컴퓨터공학부,1,3,"화06A~07B,수06A~07B",50,3
지능형IoT응용,CSE344,2학기,컴퓨터공학부,1,3,"화03A~04B,수01A~02B",50,4
기계학습및실습,CSE531,2학기,컴퓨터공학부,1,3,"화03A~04B,목06A~07B",50,3
지능형영상처리및실습,CSE543,2학기,컴퓨터공학부,1,3,"월06A~07B,수03A~04B",50,4
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,28,3,"수06A~07B,목08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,29,3,"목06A~07B,금03A~04B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,30,3,"수06A~07B,목08A~09B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,31,3,"수03A~04B,목06A~07B",50,1
문제해결과프로그래밍,BSM631,2학기,컴퓨터공학부,32,3,"수06A~07B,금03A~04B",50,1
건설품질관리,ARE822,2학기,디자인ㆍ건축공학부,1,3,수01A~03B,50,4
전력공학,IFA320,2학기,전기ㆍ전자ㆍ통신공학부,2,3,금01A~03B,50,3
태권도,SHB173,2학기,교양학부,3,1,월05A~06B,50,0
스키,SHB183,2학기,교양학부,3,1,금01A~02B,50,0
